x,y
0.0,7.993428306022466
0.20408163265306123,7.335716295616814
0.40816326530612246,9.519866872119753
0.6122448979591837,11.882794406693602
0.8163265306122449,8.980672842390064
1.0204081632653061,9.592950575897557
1.2244897959183674,13.831895018769885
1.4285714285714286,12.820583744020102
1.6326530612244898,10.959010411803565
1.836734693877551,13.595324168804584
2.0408163265306123,12.195613593966913
2.2448979591836737,12.803234370410507
2.4489795918367347,14.830863318642272
2.6530612244897958,11.13262318415379
2.857142857142857,12.121592906402505
3.0612244897959187,15.059098410905811
3.2653061224489797,14.770256126678092
3.4693877551020407,18.03665793049667
3.673469387755102,16.204360012222885
3.8775510204081636,15.808045658553908
4.081632653061225,22.176195497026782
4.285714285714286,19.405590256169788
4.4897959183673475,20.60444416447789
4.6938775510204085,18.232136280634315
4.8979591836734695,20.605112101970043
5.1020408163265305,22.527967628399324
5.3061224489795915,20.616380192094166
5.510204081632653,24.282008281589302
5.714285714285714,22.941579763019533
5.918367346938775,24.171714541229772
6.122448979591837,24.16393371431672
6.326530612244898,29.68414820575257
6.530612244897959,26.56484228521801
6.73469387755102,25.08865977474126
6.938775510204081,29.46141635481862
7.142857142857143,25.986884128629384
7.346938775510204,29.458543516540125
7.551020408163265,25.733720976730247
7.755102040816327,27.60893402465212
7.959183673469388,31.27127349214641
8.16326530612245,32.96672907835817
8.36734693877551,32.44477737870647
8.571428571428571,32.48298914950924
8.775510204081632,32.724323221066314
8.979591836734695,30.981731529469226
9.183673469387756,33.11133199137385
9.387755102040817,34.24198776420288
9.591836734693878,37.889754656519465
9.795918367346939,37.074991681177735
10.0,33.47391968927453
